headlines,date
Edited Transcript of ADBE earnings conference call or presentation 12-Mar-20 9:00pm GMT,03-16-20
"Adobe Systems First Quarter Revenue Beats Expectations, Issues Bullish Outlook for 2017",03-17-17
Analyst Actions: Adobe Systems' Price Target Boosted by Pivotal to $109 From $104 After Fiscal Q1 Beat,03-17-17
Analyst Actions: Adobe Systems' Price Target From RBC Boosted to $135 From $130 After Fiscal Q1 Beat,03-17-17
Adobe Stock Rises 4%,03-17-20
Research Alert: CFRA Maintains Buy Rating On Shares Of Adobe Inc.,03-17-20
Premarket Gainers as of 9:05 am,03-17-17
Futures Cautiously Higher Ahead of Production Data,03-17-17
Adobe launches $15/month Document Cloud service,03-17-15
"S&P 500 Movers: Amgen Slumps 7%, Leads Losers; Adobe Systems Climbs 6%",03-17-17
"--Analyst Actions: Oppenheimer Raises Adobe Systems' Price Target to $410 From $375, Keeps Outperform Rating",03-17-20
Stocks Flat as Indexes Give Back Gains With Financials Lagging,03-17-17
Adobe to Webcast Q&A Meeting with Financial Analysts from Adobe Summit – The Digital Marketing Conference,03-17-17
"Earnings Reaction History: Adobe Systems Inc., 40.0% Follow-Through Indicator, 12.0% Sensitive",03-17-16
Longs Eke Out Advantage Trading Adobe Systems Off Earnings-Driven After-Hours Moves,03-17-16
Wunderlich Securities upgrades Adobe Systems to Buy,03-17-17
"Analyst Actions: Wunderlich Upgrades Adobe Systems to Buy vs Hold, Lifts PT to $145 vs $115 - Shares Up 4%",03-17-17
MT Newswires' Analyst Notebook: ADBE,03-17-17
Adobe Reports Record Revenue,03-17-16
"Adobe Systems beats by $0.05, beats on revenue",03-17-15
Adobe Systems Bests Q1 Expectations - Shares up 3.5% in After-Hours,03-17-16
"ADBE, Q1, Operating Metrics Released",03-17-16
"Adobe -4%; FQ2 guidance light, 517K Creative Cloud subs added",03-17-15
These three stock funds are holding up better than the overall market amid the coronavirus crash,03-17-20
After Hours Gainers / Losers,03-17-15
After Hours Gainers / Losers,03-17-16
MT Newswires After Hours News Movers,03-17-16
Forecast Report: ADBE,03-17-16
MT Newswires' After-Hours Trading Range Analysis: ADBE,03-17-16
Adobe Stock Falls 6%,03-18-20
"Analyst Actions: Adobe Systems Price Target Raised to $116 at Dougherty & Co., Reiterated Buy",03-18-16
Stock Futures Extend Gains on $40/ Barrel Oil,03-18-16
Premarket Gainers / Losers as of 9:10 am,03-18-15
"US Stocks Open Higher on Rising Oil Futures, European Equities",03-18-16
"S&P 500 Movers: Wynn Resorts Climbs 7%, Leads Gainers; Transocean Slides 4%",03-18-16
"Zacks Earnings Trends Highlights: Adobe, Oracle and FedEx",03-18-20
"Midday Update: Stocks Advancing to 2016 Highs on Financial, Healthcare Sector Gains",03-18-16
Adobe Stock Rises 3%,03-19-20
Nasdaq Starts New Rally Attempt With Bullish Gain,03-19-20
Adobe Tests Key Support Level,03-19-20
Adobe to Webcast Financial Analyst Q&A Meeting from Adobe Summit,03-19-19
Volatility Is Here To Stay,03-19-20
Adobe Stock Rises 3%,03-20-20
"Dow Jones Futures Signal Coronavirus Stock Market Rally Amid Stimulus Hopes; Tesla, Boeing, AMD, Nvidia, Amazon Rise",03-20-20
Morgan Stanley: 3 Stocks to Snap up Now,03-20-20
"Bay Area business community set to raise millions for nonprofits, essential equipment",03-20-20
Adobe Stock Falls 4%,03-20-20
Energy Sector Gains Lift US Stocks Higher as Fed Meeting Commences,03-20-18
Adobe Unveils New Cloud Platform Capabilities,03-21-17
Adobe Launches Adobe Experience Cloud,03-21-17
Adobe and Microsoft Announce Availability of Joint Offerings to Transform Customer Experiences,03-21-17
Adobe Redefines Customer Experience at Adobe Summit 2017,03-21-17
Adobe Unveils Adobe Advertising Cloud,03-21-17
"Adobe, Microsoft to integrate offerings",03-21-17
Pre-Market Briefing: US Futures Edge Higher; US Bans Large Electronics in Cabins on Some Flights,03-21-17
"Adobe Systems, Microsoft Unveil First Set of Joint Solutions",03-21-17
"Zoom Video, Microsoft Lead 5 Work-At-Home Stocks For The Coronavirus Stock Market Crash",03-21-20
Here’s President Trump’s real stock market scorecard,03-21-20
More analysts weigh in on Salesforce's MuleSoft purchase,03-21-18
Adobe Partner Ecosystem Shows Strong Momentum,03-22-16
"Adobe Systems, comScore Partner on Digital TV, Ad Measurement",03-22-16
"AI, VR, IoT and Kate McKinnon Headline Adobe “Summit Sneaks”",03-22-17
"Thinking about trading options or stock in Adobe, Best Buy, Dollar Tree, Regeneron Pharmaceuticals, or Zoom Video Communications?",03-23-20
Chairman of the Board Geschke Charles M Exercises & Sells $2.3M of ADBE on 3/21/16,03-23-16
Chairman of the Board Warnock John E Sells $834.3K of ADBE on 3/21/16,03-23-16
Vice President Morris Donna Sells $2.3M of ADBE on 3/22/16,03-23-16
Shareholder ValueAct Holdings LP Sells $196.0M of ADBE on 3/21/16-3/23/16,03-23-16
Activist ValueAct sells 2.1M Adobe shares,03-23-16
Tech giants give millions to coronavirus assistance fund for low-income residents,03-23-20
Work-from-home routines speed the shift to cloud-computing services,03-24-20
Analyst Actions: Credit Suisse Upgrades Adobe Systems to Outperform from Neutral; Lifts PT to $150 from $125,03-24-17
Adobe upgraded to Outperform at Credit Suisse,03-24-17
"Wedbush Sees Upside For Tech Stocks, Expects Deal Frenzy to Start in Coming Months",03-24-20
Adobe Stock Falls 3%,03-25-20
"--Analyst Actions: Morgan Stanley Raises Price Target for Adobe Systems to $375 From $366, Maintains Overweight Rating",03-25-20
U.S. investors shop for consumer stocks in anticipation of stimulus bill,03-25-20
New Adobe Advertising Cloud Capabilities Power Cross-Channel Advertising Campaigns,03-26-19
"Adobe, Microsoft and LinkedIn Join Forces to Accelerate Account-Based Experiences",03-26-19
Adobe Experience Platform Powers Customer Experience Management,03-26-19
Adobe Summit 2019: Driving the Future of Customer Experience Management,03-26-19
Adobe and ServiceNow Partner to Advance Customer Experience Management,03-26-19
2019 Adobe Experience Maker and Marketo Revvie Award Winners Announced,03-26-19
MEDIA ALERT: Adobe and Microsoft Extend Global Partnership Into China,03-26-18
Analyst Actions: JMP Securities Downgrades Adobe Systems to Market Perform From Market Outperform,03-26-18
"Adobe, Microsoft team to take on Salesforce",03-26-19
Stock News: Dow Jones Scores Third Straight Bullish Gain,03-26-20
Adobe,03-26-20
Wipro and Adobe Disclose Global Partnership to Offer Digital Marketing Solutions,03-26-18
5 Stocks Top Earners Steven Cohen and David Tepper Agree On,03-26-20
Adobe Extends Microsoft Partnership With Integration of LinkedIn for Account-Based Experiences,03-26-19
Adobe to Host Annual Meeting of Stockholders Virtually,03-26-20
Adobe to Benefit from Online Learning Amid Coronavirus Scare,03-26-20
Adobe Stock Falls 4%,03-27-20
"How These Application Software Stocks are Faring? -- Adobe Systems, Fortinet, Allscripts Healthcare, and Red Hat",03-27-17
BTIG raises Adobe to Buy,03-27-17
"Zacks Earnings Trends Highlights: Adobe, FedE, Nike, ExxonMobil and Boeing",03-27-20
"AI, Mixed Reality, Voice and Mindy Kaling Headline Adobe “Summit Sneaks”",03-27-19
Adobe Advertising Cloud Gets “Creative”,03-27-18
Adobe Cloud Platform Innovation Showcased at Summit,03-27-18
Adobe Announces Significant Partner Momentum at Summit 2018,03-27-18
Make Experience Your Business – Adobe’s Call to Action at Summit 2018,03-27-18
"--Analyst Actions: Goldman Sachs Cuts Adobe Systems' Price Target to $305 From $330, Maintains Neutral Rating",03-27-20
DocuSign Stock Will Run Higher While Countless Others Fade,03-27-20
Traders Can Approach the Long Side of Adobe,03-27-20
Leon Cooperman 'Optimistic' About Stock Market Reaching a Bottom,03-27-20
"Adobe, Microsoft and SAP Announce New Open Data Initiative Details",03-27-19
Adobe Systems and Microsoft CEOs Signal Plans to Deliver New Approach for Publishing 'in Coming Months',03-27-19
Wedbush Says COVID-19 Driving 'Massive' Shift to Cloud Computing; Sees $1 Trillion in Cloud Spending Over Next Decade,03-27-20
"Analyst Actions: Oppenheimer Sees No Rush to Join Adobe Systems Amid Upbeat Presentations, Keeps at Perform - Stock Down 1%",03-27-19
Adobe and Drift Launch Industry-First Conversational Account-Based Experience for Marketo Engage,03-28-19
Adobe Sensei and Leslie Jones of “Saturday Night Live” Take Center Stage at “Summit Sneaks”,03-28-18
Adobe and NVIDIA Announce Partnership to Deliver New AI Services for Creativity and Digital Experiences,03-28-18
Adobe Launches Experience Cloud Device Co-op,03-28-18
"You can be ‘practically stealing’ quality stocks now, according to Jefferies",03-28-20
Shareholder ValueAct Holdings LP Sells $85.3M of ADBE on 3/24/16-3/28/16,03-28-16
Vice President Rowley Richard T Files To Sell $1.2M of ADBE on 3/24/16,03-28-16
Finding Software Superstars Under the 'Rule of 40',03-29-20
Shareholder Geschke Family Trust Files To Sell $2.3M of ADBE on 3/21/16,03-29-16
Shareholder ValueAct Capital Master Fund LP Files To Sell $96.2M of ADBE on 3/22/16,03-29-16
Affiliated Person Morris Family Revocable Trust Files To Sell $3.6M of ADBE on 3/22/16,03-29-16
Shareholder Warnock Family Trust 8/27/12 John & Marva Warnock Ttee Files To Sell $831.2K of ADBE on 3/21/16,03-29-16
Shareholder ValueAct Capital Master Fund LP Files To Sell $62.8M of ADBE on 3/21/16,03-29-16
Shareholder ValueAct Capital Master Fund LP Files To Sell $37.0M of ADBE on 3/23/16,03-29-16
New Adobe Study Uncovers Creativity Gap in Government,03-30-16
"Adobe Launches Comp CC, Bringing Powerful Layout-Design Capabilities to iPad",03-30-15
Adobe Unveils First Digital Economy Index,03-31-20
"Analyst Actions: Piper Sandler Lowers Adobe Systems' Price Target to $350 From $355, Reiterates Overweight Rating",03-31-20
BOPIS Soars as Online Shopping Shows Robust Growth,03-31-20
"Analyst Actions: Adobe Systems Initiated with Buy, $110 at Canaccord Genuity",03-31-16
Are Options Traders Betting on a Big Move in Adobe (ADBE) Stock?,03-31-20
"Sales of PCs and Dumbbells, Not Just Toilet Paper, Are Soaring, New Data Show",03-31-20
"--Analyst Actions: Morgan Stanley Lowers Adobe Systems' Price Target to $366 From $450, Maintains Overweight Rating",03-31-20
Shareholder ValueAct Holdings LP Sells $817.9M of ADBE on 3/29/16-3/31/16,03-31-16
"Canaccord Genuity Spies Ingredients for ""Exceptional Long-Term Investment"" In Adobe Systems",04-01-16
Vice President Rowley Richard T Sells $834.5K of ADBE on 4/1/16,04-01-16
Chief Executive Officer Narayen Shantanu Exercises & Sells $2.1M of ADBE on 4/1/16,04-01-16
Director Daley James E Exercises & Sells $742.0K of ADBE on 3/30/16-4/1/16,04-01-16
OPTIONS: Option Implied Volatility for Technology,04-02-20
"Adobe Launches Slate, High-Impact Visual Storytelling App for iPad",04-02-15
"Zacks Earnings Trends Highlights: Adobe, FedEx, Nike, ExxonMobil and Boeing",04-02-20
Bullish Market Signals,04-02-20
OPTIONS: Option Implied Volatility as Shares Trend Higher,04-03-19
Adobe Stock Falls 3%,04-03-20
Creative Cloud Innovation at NAB 2019 Meets Heavy Demands of Today’s Video Professionals,04-03-19
Adobe Creative Cloud Empowers Creatives to Thrive in the Video Age,04-03-18
3 Earnings Reports to Watch Next Week,04-03-20
Active Managers Have Disappointed. But We Found Some Good Ones.,04-03-20
A Simple Blood Test May Be the Answer to Getting America Back to Work,04-03-20
"Analyst Actions: Adobe Systems PT Raised to $122 at Dougherty & Co, Reiterated Buy",04-04-16
Shareholder ValueAct Capital Master Fund LP Files To Sell $75.7M of ADBE on 3/24/16,04-04-16
Adobe Appoints John Murphy Chief Financial Officer,04-05-18
Adobe Names John Murphy as CFO,04-05-18
"Traffic at Walmart, Costco and Target falls for the first time in weeks as coronavirus stockpiling behavior shifts",04-05-20
Adobe appoints CFO,04-05-18
Analyst Actions: Shopify Shares Gain Baird Raises Stock Price Target to $208 From $188,04-05-19
Director Daley James E Files To Sell $730.0K of ADBE on 4/4/16,04-05-16
"Zacks Investment Ideas feature highlights: Twilio, Splunk, Amazon, Adobe and Microsoft",04-06-20
"No Baseball, but My 30-30 Club Continues",04-06-20
"Is Adobe Stock A Buy Right Now? Here's What Earnings, ADBE Chart Show",04-06-20
Adobe Document Cloud and Acrobat DC Now Available,04-07-15
Adobe Named the Leader Among Digital Intelligence Platform Vendors by Independent Research Firm,04-07-17
Shareholder ValueAct Capital Master Fund LP Files To Sell $259.6M of ADBE on 3/31/16,04-07-16
"Adobe Systems Issues Emergency Update For Flash Player, Is Aware Program Is Being ""Actively Exploited""",04-08-16
Adobe Creative Cloud and Primetime Take Center Stage at NAB 2015,04-09-15
"Adobe Launches Spark With Premium Features for Every Student, Free of Charge",04-09-18
Goldman: 21 stocks seen lifting margins,04-10-17
"Adobe shows off new video tools, gets good Document Cloud reviews",04-10-15
Analyst Actions: Stifel Nicolaus Initiates Coverage on Adobe Systems with Buy Rating and $150 PT,04-12-17
Sector Update: Moderate Gains for Tech Stocks Today; Zhone Tech Sliding Late as Investors Sour on Proposed Merger,04-12-16
Shareholder Narayen Family Trust Files To Sell $2.1M of ADBE on 4/1/16,04-12-16
Shareholder ValueAct Capital Master Fund LP Files To Sell $181.6M of ADBE on 3/29/16,04-12-16
Shareholder ValueAct Capital Master Fund LP Files To Sell $9.3M of ADBE on 3/28/16,04-12-16
Shareholder ValueAct Capital Master Fund LP Files To Sell $372.9M of ADBE on 3/30/16,04-12-16
Adobe Unveils Breakthroughs in Video and Film Production,04-13-16
Big run continues for Adobe as Guggenheim climbs on board,04-13-17
Adobe Systems Inches Up After S&P Raises Credit Outlook,04-13-17
Analyst Actions: Adobe Systems Firms After Guggenheim Starts Coverage at Buy With $155 PT,04-13-17
Adobe Names David A. Ricks to Its Board of Directors,04-13-18
Adobe Releases Inflation Rates for U.S. Economy for March,04-14-16
"Factors of Influence in 2019, Key Indicators and Opportunity within Adobe, CareTrust REIT, Ball, Equinix, Assembly Biosciences, and GTx — New Research Emphasizes Economic Growth",04-15-19
Adobe Systems closes acquisition of voice software company,04-17-18
"New Research: Key Drivers of Growth for Johnson & Johnson, Chesapeake Energy, Visa, Celgene, Adobe, and Markel — Factors of Influence, Major Initiatives and Sustained Production",04-17-18
Adobe Named a Leader in Gartner Magic Quadrant for Multichannel Campaign Management,04-19-17
Adobe Creative Cloud Propels Video Forward at NAB 2017,04-19-17
Adobe Positioned as a Leader in Gartner Magic Quadrant for Multichannel Campaign Management,04-20-15
Adobe Positioned as a Leader in Gartner Magic Quadrant for Multichannel Campaign Management,04-21-16
Adobe Delivers Major Innovations to Creative Cloud Photography,04-21-15
--Analyst Actions: Credit Suisse Cuts Adobe Systems PT to $85 from $105; Maintains Neutral Rating,04-21-16
"S&P, Nasdaq Close at Record Highs, Boosted by Strong Earnings Reports",04-23-19
Microsoft Dynamics 365 and Adobe Experience Cloud selected by 24 Hour Fitness to transform customer engagement,04-25-18
DocuSign raises IPO price range,04-25-18
Adobe Document Cloud and Box Team Up to Transform Digital Document Processes,04-26-16
"Adobe Sign Debuts, Integrated with Adobe Marketing Cloud for Paperless Customer Experiences",04-26-16
DocuSign prices IPO above range at $29/share,04-26-18
"Application Software Stocks under Review -- salesforce.com, Mobileye, Adobe Systems, Citrix Systems, and Synopsys",04-28-15
"Adobe and Microsoft Partner to Transform Marketing, Sales and Customer Service",04-29-15
Adobe Advances Integration of Big Data with Creative Content,04-29-15
Adobe Advances Programmatic Advertising With New Dynamic Creative Technology,04-29-15
"--Analyst Actions: Morgan Stanley Raises Adobe to Overweight From Equal-Weight, Price Target to $340 From $282",04-29-19
"Analyst Actions: Adobe Systems Upgraded to Overweight by Morgan Stanley, Price Target Raised to $340",04-29-19
Adobe +2% on new Street-high target,04-29-19
Adobe Shares Gain After Morgan Stanley Raises Rating and Price Target on Hopes for EPS Growth,04-29-19
"US Equities End Higher on Dovish Inflation Data; S&P 500, Nasdaq Set New Highs",04-29-19
Investor Advisory: Adobe Announces Webcasts of Investor Conference Participation,04-30-15
Investor Advisory: Adobe Announces Webcast of Investor Conference Participation,05-01-19
Analyst Actions: Barclays Initiates Coverage on Adobe Systems with Overweight Rating and $155 PT,05-02-17
Investor Advisory: Adobe Announces Webcasts of Investor Conference Participation,05-03-18
Adobe Announces Agreement to Acquire Livefyre,05-03-16
Adobe Systems Acquires Livefyre,05-03-16
Chief Executive Officer Narayen Shantanu Exercises & Sells $2.1M of ADBE on 5/2/16,05-03-16
Adobe Named a Leader in 2018 Gartner Magic Quadrant for Multichannel Marketing Hubs,05-04-18
"Critical Alerts For Yelp, SunEdison, Adobe Systems, Achillion Pharmaceuticals and El Pollo Loco Released By InvestorsObserver",05-08-15
Marketo jumps 15% on chatter about exploring possible sale,05-10-16
Next Generation Ad Tech Performance Debuts in Adobe Marketing Cloud,05-11-16
Vice President Dillon Michael A Sells $900.2K of ADBE on 5/10/16,05-11-16
Shareholder ValueAct Capital Master Fund LP Files To Sell $894.5K of ADBE on 5/3/16,05-11-16
Shareholder Narayen Family Trust Files To Sell $2.1M of ADBE on 5/2/16,05-11-16
Vice President Dillon Michael A Files To Sell $900.2K of ADBE on 5/10/16,05-12-16
Adobe Collaborates With Amazon to Accelerate Growth for Third-Party Merchants,05-14-19
"Adobe, Amazon team for Magento stores",05-14-19
Adobe Accelerates Experience Design Growth With Starter Plan for Adobe XD,05-15-18
Adobe and Software AG Partner to Advance Customer Experience Management,05-15-19
Adobe Digital Price Index Reports Signs of Deflation in U.S. Economy,05-18-16
"Why These Tech Stocks Continue to Fascinate Investors? - Oracle, FireEye, salesforce.com, and Adobe",05-18-16
Adobe Launches Spark: Visual Storytelling Apps for Everyone,05-19-16
Adobe Names Cynthia Stoddard as Senior Vice President and Chief Information Officer,05-19-16
Adobe names Stoddard new chief information officer,05-19-16
Adobe Report Predicts Summer Travel Spend to Increase to $65 Billion,05-21-15
Adobe Authorizes New $8 Billion Stock Repurchase Program,05-21-18
Adobe to Acquire Magento Commerce,05-21-18
Adobe Systems to Acquire Magento Commerce for $1.68 Bln,05-21-18
Adobe acquires commerce platform company for $1.6B,05-21-18
Adobe to Set Up $8 Bln Share Buyback Program,05-21-18
MT Newswires After-Hours News Movers,05-21-18
Shopify -2.4% after Adobe announces deal for rival Magento,05-21-18
The Future of Work: People Pick Technology Over Perks in New Adobe Study,05-24-16
"Research Reports Initiation on Application Software Stocks -- Adobe Systems, Fortinet, Red Hat, and CDK Global",05-25-17
"Analyst Actions: Adobe Systems Price Target Boosted to $157 From $135, Outperform Rating Maintained",05-25-17
"Learn how to target an 20% return on Gilead Sciences, or get option-trade ideas on LinkedIn, Bank of Nova Scotia, Adobe Systems, and Valero Energy or any stock you choose",05-25-16
Adobe Reimagines PDF Creation for a Mobile-First World,06-01-17
Adobe Named a Leader in Enterprise Marketing Software Suites by Independent Research Firm,06-01-16
"US Paris Accord Exit Meets with Widespread Corporate Disapproval; Oil Stocks Lower, Renewables, Coal Higher",06-02-17
"Rpt: US Paris Accord Exit Meets with Widespread Corporate Disapproval; Oil Stocks Lower, Renewables, Coal Higher",06-02-17
Adobe Named a Leader in Omnichannel Demand-Side Platforms by Independent Research Firm,06-02-17
Adobe Named a Leader Among Data Management Platforms by Independent Research Firm,06-02-17
CORRECTING and REPLACING Adobe Announces 2015 Release of Technical Communication Suite,06-02-15
"Adobe buys 3D animation firm, will integrate tech into Photoshop",06-02-15
"SAP unveils new bundled product, announces acquisition",06-05-18
Shopify gets target boost on 'over-hyped' competition,06-06-19
Analyst Actions: BMO Lifts PT on Adobe to $160 from $140 on New Next-Generation Digital Market Hub,06-09-17
Analyst Actions: Adobe Systems Price Target From RBC Lifted to $268 From $242 Ahead of Thursday's Q2 Report,06-11-18
Adobe to Webcast Q2 FY2018 Earnings Conference Call,06-11-18
Adobe to Webcast Q2 FY15 Earnings Conference Call,06-11-15
"Analyst Actions: Adobe Systems Downgraded to Sell by Pivotal, Price Target Boosted to $112 From $109",06-12-17
Pivotal Research downgrades Adobe to Sell; shares down 2% premarket,06-12-17
Upland Software Grows Lean Supply Chain Relationship with Regal Beloit on Its Ultriva Platform,06-12-17
Adobe Named a Leader in Real-Time Interaction Management by Independent Research Firm,06-13-17
Adobe Stock Debuts New Editorial Collection and Next Gen Search Capability,06-13-17
Adobe to Webcast Q2 FY2019 Earnings Conference Call,06-13-19
Notable earnings after Thursday’s close,06-13-18
"Merger and Acquisition Activity in Business Software Sector Likely to Continue, Canaccord Genuity Says",06-14-16
OPTIONS: Straddle Prices for Stocks Expected to Report Results this Week,06-14-18
"Detailed Research: Economic Perspectives on Verizon Communications, PayPal, Menlo Therapeutics, iClick Interactive Asia Group, BioTime, and Adobe — What Drives Growth in Today's Competitive Landscape",06-14-18
"Thinking about buying stock in Adobe Systems, Advanced Micro Devices, Alibaba, Facebook or NVIDIA?",06-14-18
Adobe Just Favors Adding to Earnings-Driven After-Hours Gains and Declines in Next Day's Regular Session,06-14-18
"Earnings Reaction History: Adobe Systems Inc., 50.0% Follow-Through Indicator, 3.1% Sensitive",06-14-18
Adobe Reports Record Revenue,06-14-18
"Adobe Systems beats by $0.12, beats on revenue",06-14-18
Adobe Tops Q2 Expectations - Down 3% in Early After-Hours,06-14-18
Adobe Systems -3% despite Q2 beats,06-14-18
Adobe Guides Q3 Outlook Above Street Consensus,06-14-18
After Hours Gainers / Losers (06/14/2018),06-14-18
MT Newswires After-Hours News Movers,06-14-18
Forecast Report: ADBE,06-14-18
MT Newswires' After-Hours Trading Range Analysis: ADBE,06-14-18
"Analyst Actions: Adobe Systems' Price Target From RBC Raised to $288 From $268, Outperform Maintained",06-15-18
Adobe Digital Price Index Shows Continued Deflation in the U.S. Economy,06-15-16
Analysts raise Adobe Systems targets after the Q2 beats,06-15-18
Stocks Futures Indicate Tumble on Wall Street as Trade War Jitters Resurface,06-15-18
Analyst Actions: Pivotal Research Lifts Adobe Systems PT to $235 From $199; Maintains Hold Rating,06-15-18
Adobe to Webcast Q2 FY2017 Earnings Conference Call,06-15-17
Analyst Actions: Stifel Nicolaus Raises Price Target for Adobe Systems to $275; Maintains Buy Rating,06-15-18
Analyst Actions: JP Morgan Raises Price Target for Adobe Systems to $260,06-15-18
--Analyst Actions: Adobe Systems Reiterated at Canaccord Genuity With Buy Rating; Price Target Lifted to $280 From $245,06-15-18
Notable earnings after Tuesday’s close,06-15-15
Adobe Unveils Milestone 2015 Creative Cloud Release,06-16-15
Adobe Stock Launches Worldwide,06-16-15
OPTIONS: Straddle Prices for Companies Reporting Financial Results the Week of June 19,06-16-17
"Adobe updates Creative Cloud, mobile lineup; Shutterstock -4.1%",06-16-15
Adobe to Webcast Q2 FY2016 Earnings Conference Call,06-16-16
Adobe Reports Record Revenue,06-16-15
"Adobe Systems beats by $0.03, revenue in-line",06-16-15
Adobe guides light; 639K Creative Cloud subs added,06-16-15
OPTIONS: Straddle Prices for Stocks Expected to Report Quarterly Results Next Week,06-17-19
OPTIONS: Straddle Prices for Companies Reporting Financial Results this Week,06-17-16
Adobe Historically Adds to Earnings-Driven After-Hours Trade in Next Day's Regular Session,06-17-19
Adobe Systems Q2 2019 Earnings Preview,06-17-19
Notable earnings after Tuesday’s close,06-17-19
"Earnings Reaction History: Adobe Inc, 70.0% Follow-Through Indicator, 3.6% Sensitive",06-18-19
Adobe Reports Record Q2 Revenue,06-18-19
Adobe Appoints Dana Rao General Counsel,06-18-18
"Adobe Systems EPS beats by $0.05, beats on revenue",06-18-19
"Adobe Tops Q2 Expectations, Guides Q3 Below Street View",06-18-19
"Adobe +1.7% after Q2 beats, downside outlook",06-18-19
Adobe appoints general counsel,06-18-18
MT Newswires' After-Hours Trading Range Analysis: ADBE,06-18-19
Forecast Report: ADBE,06-18-19
MT Newswires After-Hours News Movers,06-18-19
Adobe Delivers New Adobe Sign Innovation; Advances Microsoft Partnership,06-19-18
Adobe Second Quarter Smashes Expectations as Subscription Revenue Advances,06-19-19
"--Analyst Actions: RBC Boosts Price Target on Adobe Systems to $295 From $290, Maintains Outperform Rating",06-19-19
"--Analyst Actions: Wedbush Raises Price Target on Adobe Systems to $290 From $270, Maintains Neutral Rating",06-19-19
"Analyst Actions: Adobe Systems Receives Boosts to Price Targets From RBC, Wedbush After Q2 Beat",06-19-19
"Inside the Market: RBC, Wedbush Raise PTs on ADBE, KeyBank Lifts MDB Target, Goldman Upgrades LW to Buy",06-19-19
"Analyst Actions: Nomura/Instinet Reiterates Buy Rating for Adobe Systems, $315 PT, Lowers FY19/20 EPS",06-19-19
Adobe Completes Acquisition of Magento Commerce,06-19-18
Adobe Redefines Live Television With Personalized Advertising,06-19-17
Sector Update: Leading Tech Stocks Climb Pre-Market Wednesday,06-19-19
"Thinking about buying stock in Aurora Cannabis, Adobe, Axalta, Foresight Autonomous Holdings, or Lyft?",06-19-19
"Analyst Actions: Adobe Systems' PT Raised to $325 From $300 at Credit Suisse, Outperform Rating Reiterated",06-19-19
"Analyst Actions: Canaccord Maintains Buy on Adobe, Raises Price Target to $320 From $300 Following Q2 Earnings, Conservative Guidance",06-19-19
"Analyst Actions: Barclays Lifts Adobe Systems' Price Target to $330 From $304, Reiterates Overweight Rating",06-19-19
"Analyst Actions: Adobe Systems' Price Target Raised to $275 From $250 at Wells Fargo, Market Perform Rating Reiterated",06-19-19
"Analyst Actions: BofA Merrill Lynch Lifts Adobe Systems' Price Target to $323 From $312, Reiterates Buy Rating",06-19-19
"Analyst Actions: Stephens Raises Adobe to Overweight From Equal Weight, Price Target to $327 From $288",06-19-19
"S&P 500 Movers: Iqvia Holdings Jumps 5%, Leads Gainers; O'Reilly Automotive Slips 3%",06-19-19
"Stocks End Higher as Fed Keeps Rates Steady, Powell Hints at Possible Future Cuts",06-19-19
Notable earnings after Tuesday’s close,06-19-17
Adobe Positioned as a Leader in Gartner Magic Quadrant for Mobile App Development Platforms,06-20-16
OPTIONS: Straddle Prices for Companies Reporting Financial Results this Week,06-20-17
OPTIONS: Straddle Prices for Companies Reporting Financial Results this Week,06-20-16
Adobe Holds Pattern Supporting Longs off Post-Market Earnings Moves,06-20-17
"Adobe Systems beats by $0.07, beats on revenue",06-20-17
Adobe Achieves Record Revenue,06-20-17
Adobe Gains After-Hours on Higher-than-Expected Q2 Profit and Revenue,06-20-17
"ADBE, Q2, Operating Metrics Released",06-20-17
Adobe Q2 beats estimates; shares up 3.5%,06-20-17
"Stocks End Higher as Investors Assured by Fed's Remarks It Will 'Act as Appropriate""; S&P Closes at Record High",06-20-19
Forecast Report: ADBE,06-20-17
MT Newswires' After-Hours Trading Range Analysis: ADBE,06-20-17
After Hours Gainers / Losers,06-20-17
Notable earnings after Tuesday’s close,06-20-16
MT Newswires After-Hours News Movers,06-20-17
"Analyst Actions: Adobe Systems Received Price-Target Boost from Pivotal to $114 From $112, Sell Reiterated",06-21-17
Adobe Offers Longs Better Historical Play off Evening Earnings Moves,06-21-16
Analysts raise Adobe Systems price target after earnings beat; shares up 4.7%,06-21-17
Sector Update: Technology Stocks Mixed Pre-Bell,06-21-17
Adobe Creative Cloud Innovations Take Creativity From Blank Page to Brilliant,06-21-16
Adobe Continues to Drive 360 Video and VR Innovation with Acquisition of Mettle’s Skybox Tools for Editing and Visual Effects,06-21-17
Adobe Acquires SkyBox Technology from Mettle - Shares Hit New Record High,06-21-17
Adobe acquires 360-degree and VR toolset from Mettle,06-21-17
"Earnings Reaction History: Adobe Systems Inc., 33.3% Follow-Through Indicator, 12.6% Sensitive",06-21-16
Adobe Reports Record Revenue,06-21-16
"Adobe Systems beats by $0.03, revenue in-line",06-21-16
"Adobe Meets Q2 Revenue Expectations, Beats on Earnings - Shares Down 3% in Early After-Hours",06-21-16
"ADBE, Q2, Operating Metrics Released",06-21-16
"S&P 500 Posts 2.2% Weekly Gain, Reaches New Intraday High as Energy, Tech Sectors Lead Broad Climb",06-21-19
Adobe -4% AH as Q3 revenue forecasts misses consensus,06-21-16
After Hours Gainers / Losers,06-21-16
MT Newswires' After-Hours Trading Range Analysis: ADBE,06-21-16
