headlines,date
"Equinix, Telefonica unit partner on cable landing architecture",05-09-18
MEDIA ALERT: Equinix to Speak at ITW 2017,05-11-17
Director Lyons Irving F III Exer. Acquires $2.7M of EQIX on 5/9/16,05-11-16
Chairman of the Board van Camp Peter F Sells $1.2M of EQIX on 5/9/16,05-11-16
Director Lyons Irving F III Files To Sell $2.7M of EQIX on 5/9/16,05-11-16
"MEDIA ALERT: Equinix to Host ""Where Opportunity Connects"" Roundtable Discussion at ITW 2015",05-12-15
"Research Reports on Internet Software and Services Equities -- Square, Momo, Equinix, and NetEase",05-12-17
Chief Executive Officer Smith Stephen M Files To Sell $1.3M of EQIX on 5/2/16,05-13-16
Equinix to Expand London Data Center,05-14-18
Equinix expanding London data center by more than 28%,05-14-18
MEDIA ALERT: Equinix to Speak at 2019 MIT Sloan CIO Symposium,05-15-19
"Equinix Agrees to Divest Eight European Assets to Digital Realty Trust, Inc.",05-16-16
Digital Realty Trust Agrees To Acquire Portfolio Of Data Centers For $874 Million -- Shares Up More Than 3%,05-16-16
Digital Realty boosts European scale with acquisition,05-16-16
"Equinix SmartKey Honored with 2018 Leading Lights ""Most Innovative Security Strategy"" Award",05-16-18
Equinix to Open New Digital Gateway to Northern Europe with Eastern Light Submarine Cable,05-16-17
Update: Digital Realty Buys Portfolio Of Data Centers For $874 Million -- Shares Hit New Record,05-16-16
Ultratech Cambridge Nanotech Forms Research Collaboration With Northeastern University,05-17-16
Chairman of the Board van Camp Peter F Files To Sell $1.2M of EQIX on 5/9/16,05-18-16
"Microsoft Azure ExpressRoute now available in Equinix's ME1, via the Equinix Cloud Exchange",05-19-15
Equinix to Install Bloom Energy Fuel Cells at Silicon Valley Data Center,05-20-15
Equinix Receives Favorable REIT Private Letter Ruling from the IRS,05-20-15
Equinix +2.4% on favorable REIT ruling from IRS,05-20-15
MEDIA ALERT: Equinix to Speak at Upcoming Investor Conferences,05-20-16
MEDIA ALERT: Equinix to Speak at Upcoming Investor Conferences,05-21-19
Intersil's 5A and 3A Power Modules Offer Industry-Leading Power Density and Efficiency,05-23-16
Equinix Provides Direct Access to F5 Networks DDoS Protection Solution via Equinix Cloud Exchange,05-25-16
Reuters: Equinix closes in on Telecity deal,05-28-15
Equinix to acquire Telecity for £2.35B,05-29-15
"In merger's wake, InterXion confirms end to its Telecity agreement",05-29-15
AWS Direct Connect Service Now Available at Equinix in São Paulo,05-31-17
Shareholder Crosslink Capital Inc Sells $2.0M of EQIX on 5/26/16,05-31-16
Equinix Reinforces Peering Leadership with Increased Port Speeds,06-02-15
"What These Internet-Related Stocks are Hitting Investors' Radar? - Momo, NetEase, Equinix, and Interxion Holding",06-02-16
Equinix -0.8% as Citigroup downgrades to Neutral,06-02-15
Officer Lee Yau Tat Sells $589.2K of EQIX on 6/2/16,06-02-16
Chief Financial Officer Taylor Keith D Sells $2.0M of EQIX on 6/1/16,06-02-16
"Analyst Actions: Argus Starts Equinix at Buy, With $550 Price Target",06-03-19
Equinix Unveils Virtual Network Services on Platform Equinix,06-04-19
Equinix to Present at Upcoming Investor Conferences,06-04-15
Equinix and Aliyun Collaborate to Offer Direct Access to Cloud Services across Asia and North America,06-04-15
Salesforce Executives to Participate in Upcoming Investor Events,06-05-17
PacketFabric’s Connectivity-as-a-Service Platform Expanding to London,06-05-18
Officer Lee Yau Tat Files To Sell $589.2K of EQIX on 6/2/16,06-07-16
Chief Executive Officer Smith Stephen M Sells $1.3M of EQIX on 6/6/16,06-08-16
Varian and Russian Proton Therapy Center Achieve Milestone with Cyclotron Installation,06-09-16
Shareholder Taylor Keith D & Elizabeth Co Ttes Keith D & Elizabeth A Taylor Tr Files To Sell $2.0M of EQIX on 6/1/16,06-09-16
Shareholder Crosslink Crossover Fund VI LP Files To Sell $2.0M of EQIX on 5/26/16,06-09-16
"CommScope, Equinix partnering on data center alliance",06-12-17
Equinix Partners with Alibaba Cloud to Deliver Greater Cloud Connectivity,06-13-17
Equinix Cloud Exchanges Links with Alibaba's Cloud Platform,06-13-17
MEDIA ALERT: Equinix to Host Analyst Day June 20 in New York,06-13-18
MEDIA ALERT: Equinix to participate in ITW 2019,06-13-19
Equinix to Connect Vocus Australia Singapore Cable in Australia and Singapore,06-13-18
"Report: Developing Opportunities within Equinix, Sonus Networks, Celgene, National Grid, Atlas Air Worldwide, and Copa Holdings, S.A. — Future Expectations, Projections Moving into 2018",06-14-18
BioPharmX Invited to Present at World Preclinical Congress,06-14-17
MEDIA ALERT: Equinix to Break Ground on SV10 -- Newest Silicon Valley Data Center,06-14-16
MEDIA ALERT: Equinix to Host Analyst Day June 23 in New York,06-16-16
Equinix names company veteran to lead Americas,06-17-19
Equinix Selects AT&T as 2018 Americas Partner of the Year,06-18-18
Equinix Expands Collaboration with IBM Cloud,06-19-19
Equinix Achieves Microsoft Gold Cloud Platform Status,06-22-17
Equinix Extends Microsoft Azure ExpressRoute Availability into Canada,06-23-16
Equinix Extends Data Center Services in China Through Partnership with Datang Telecom Group,06-23-16
Equinix deals with Datang as China strategic partner,06-23-16
Equinix Signs Up Datang Telecom as Service Delivery Agent in China; Stock Edges Up to 15-Year High,06-23-16
MEDIA ALERT: Equinix to Present at Nasdaq 32nd Investor Program,06-23-15
Equinix Awarded 2016 Frost & Sullivan Asia-Pacific ICT Award for Data Center Service Provider of the Year,06-23-16
Nasdaq Migrates Disaster Recovery to Equinix's Chicago Data Center,06-24-15
Equinix Cloud Exchange Fabric™ Recognized by 451 Research as a '451 Firestarter' for Innovation and Vision in the Technology Industry,06-27-19
Equinix Opens New Flagship Data Center in Frankfurt,06-29-17
Equinix Expands Presence in Germany with New Data Center in Frankfurt,06-29-17
Analyst Actions: Credit Suisse Initiates Coverage on Equinix with Outperform Rating,06-30-17
Credit Suisse is bullish on the data center REITs,06-30-17
Equinix and GIC Agree to Form Joint Venture to Develop and Operate Hyperscale Data Centers in Europe,07-01-19
"Internet Software & Services Industry Equities Coverage -- Momo Inc., NetEase, Interxion Holding, and Equinix",07-01-16
"Equinix, GIC launch $1B+ data center JV",07-01-19
"Fitch Upgrades Equinix to Investment Grade (""BBB-"") On Improved Credit Quality",07-01-19
Equinix Forms Over $1 Bln Venture With Singaporean Wealth Fund to Develop Data Centers in Europe,07-01-19
MEDIA ALERT: Equinix Sets Conference Call for Second Quarter Results,07-02-19
Equinix Opens State-of-the-Art Data Center in Amsterdam,07-05-17
MEDIA ALERT: Equinix Sets Conference Call for Second Quarter Results,07-05-18
--Analyst Actions: Goldman Sachs Initiates Coverage on Equinix with Buy Rating and $435 PT,07-05-16
Equinix Opens New Data Center in Amsterdam,07-05-17
Goldman names Equinix top pick in strong data center sector,07-05-16
Equinix opens $113M data center in Amsterdam,07-05-17
Date-Center REITs on the move on Digital Realty report,07-05-18
Equinix Solidifies EMEA Data Center Portfolio,07-05-16
Digital Realty wraps $874M data-center buy from Equinix,07-05-16
Equinix and Oracle Offer Direct Access to Oracle Cloud in Asia Pacific,07-05-17
Equinix and Omantel Enter Agreement to Build New Equinix Data Center in Oman,07-06-18
"Equinix, Omantel Form 50/50 JV To Build New Data Center",07-06-18
Equinix and Omantel enter agreement to build new Equinix Data Center,07-06-18
Arrow Electronics and Equinix Introduce Preconfigured Managed Hybrid Cloud Solutions,07-07-16
Equinix Appoints Mike Campbell as Chief Sales Officer,07-08-16
Equinix elevates Campbell to chief sales officer,07-08-16
MEDIA ALERT: Equinix Sets Conference Call for Second Quarter 2015 Financial Results,07-09-15
Equinix Further Expands SG2 IBX Data Center in Singapore,07-10-17
Pure Storage to Hold Investor Discussion Hosted by Stifel Nicolaus,07-11-16
"--Analyst Actions: Credit Suisse Raises Equinix's PT to $556 From $506 on Growth Acceleration, Reiterates Outperform Rating",07-11-19
"Equinix expands Singapore data center to 6,300 cabinets",07-11-17
AWS Direct Connect Service now Available in Equinix Amsterdam,07-12-16
Equinix Invests $113M in New Amsterdam Data Center,07-12-16
Equinix to Invest $113 Mln in New Data Center in Amsterdam,07-12-16
MEDIA ALERT: Equinix Sets Conference Call for Second Quarter 2016 Financial Results,07-12-16
Equinix Collaboration with Amazon Web Services Expands in Latin America,07-12-18
MEDIA ALERT: Equinix Sets Conference Call for Second Quarter 2017 Financial Results,07-12-17
Equinix expands AWS collaboration in Latin America,07-12-18
Equinix Invests US$42 Million in SY4 IBX Data Centre Expansion,07-12-17
Equinix investing $42M to expand Sydney data center,07-12-17
Equinix to Invest $42 Mln in SY4 IBX Data Centre Expansion,07-13-17
"Internet Stocks on Investors' Radar -- NetEase, VirnetX, Equinix, and Coupa Software",07-14-17
Enterprises Worldwide Speed Cloud Deployment with Direct Access to Microsoft Azure inside Equinix,07-14-15
--Analyst Actions: Jefferies Downgrades Equinix to Hold from Buy. Lifts PT to $400 from $380,07-15-16
Jefferies lowers Equinix to Hold on limited upside,07-15-16
Equinix Enhances Government Solutions with Integration of Terremark Federal Group,07-17-18
"Analyst Actions: Stifel Nicolaus Starts Coverage on Equinix with a Buy Rating, Sets Price Target at $500",07-17-18
Stifel: Data-center firms in early days of growth,07-17-18
Equinix wraps Terremark integration from Verizon,07-17-18
"BMO likes CONE, QTS, EQIX in data centers",07-17-18
"Equinix Appoints Company Veteran Charles Meyers President of Strategy, Services and Innovation",07-19-17
"Equinix's Meyers takes lead on Strategy, Services, Innovation",07-19-17
Equinix Opens Eleventh Data Center in Tokyo - Its Largest to Date in Japan,07-22-19
Equinix to Offer Enhanced Cloud Connectivity with Amazon Web Services,07-23-19
"Free Technical Briefing on Internet Stocks -- Renren, Equinix, GoDaddy, and InterXion",07-24-18
JPIX Extends Internet Exchange Service to Equinix Osaka Data Center,07-25-17
Equinix Declares Quarterly Dividend on Common Stock,07-29-15
Equinix Reports Second Quarter 2019 Results,07-31-19
Equinix Declares Quarterly Dividend on Its Common Stock,07-31-19
"Equinix Q2 FFO, Revenue Miss Street View",07-31-19
MT Newswires After-Hours News Movers,07-31-19
Analyst Actions: Raymond James Lifts Equinix PT to $560 From $520; Maintains Strong Buy Rating,08-01-19
Analyst Actions: Wells Fargo Lifts Equinix PT to $545 From $500; Maintains Outperform Rating,08-01-19
"--Analyst Actions: Equinix PT Raised to $550 From $500 at Oppenheimer, Outperform Rating Reiterated",08-01-19
Analyst Actions: JP Morgan Lifts Equinix PT to $580 From $524; Maintains Overweight Rating,08-01-19
--Analyst Actions: Equinix's PT Raised to $575 From $505 at Nomura Given 'Growth in the Right Spots;' Buy Rating Reiterated,08-01-19
Analyst Actions: Stifel Nicolaus Lifts Equinix PT to $550 From $542; Maintains Buy Rating,08-01-19
"Inside the Market: Morgan Stanley, Stifel Raise SPOT; JPM, Nomura Bump EQIX Target; Oppenheimer Lowers FIT PT",08-01-19
Analyst Actions: UBS Lifts Equinix PT to $560 From $510; Maintains Buy Rating,08-01-19
Equinix Completes Acquisition of Paris Data Center from Digital Realty,08-01-16
Equinix finishes €189.8M deal for Digital Realty's Paris data center,08-01-16
MEDIA ALERT: Equinix to Speak at Upcoming Investor Conferences,08-02-19
Equinix Reports Second Quarter 2017 Results,08-02-17
Equinix Declares Quarterly Dividend on its Common Stock,08-02-17
"EQIX, Q2, Operating Metrics Released",08-02-17
Notable earnings after Wednesday’s close,08-02-16
Equinix declares $2.00 dividend,08-02-17
Equinix crests $1B quarterly revenue in Q2,08-02-17
Equinix Reports Second Quarter 2016 Results,08-03-16
Equinix Declares Quarterly Dividend on its Common Stock,08-03-16
Equinix beats on revenue,08-03-16
Equinix logs beat on Q2 revenues,08-03-16
"EQIX, Q2, Operating Metrics Released",08-03-16
MEDIA ALERT: Equinix to Speak at Upcoming Investor Conferences,08-04-17
MEDIA ALERT: Equinix to Speak at Upcoming Investor Conferences,08-04-16
Equinix Begins Second Phase Expansion of its Largest Asia-Pacific Data Center in Singapore,08-04-15
"--Analyst Actions: RBC Raises Price Target on Equinix to $563 From $520, Maintains Outperform Rating",08-05-19
MEDIA ALERT: Equinix to Present at Upcoming Investor Conferences,08-05-15
MEDIA ALERT: Equinix to Speak at Gartner Catalyst Conference,08-05-15
China has outspent the U.S. in 5G,08-07-18
"--Analyst Actions: RBC Raises Price Target on Equinix to $505 From $470, Maintains Outperform Rating",08-07-17
MEDIA ALERT: Equinix to Speak at Upcoming KeyBanc Capital Markets 20th Annual Global Technology Leadership Forum,08-07-18
Nordstrom Unveils New Fall Fashion Campaign,08-07-17
Notable earnings after Wednesday’s close,08-07-18
"Equinix Collaborates with SAP to Bring Worldwide Direct, Private Access to the SAP® Cloud Portfolio",08-08-17
Delcath Announces Second Quarter 2017 Financial Results,08-08-17
--Analyst Actions: RBC Capital Reiterates Equinix Outperform Rating; Lifts PT to $429 from $382,08-08-16
Equinix Reports Second Quarter 2018 Results,08-08-18
Equinix Declares Quarterly Dividend on Its Common Stock,08-08-18
Equinix boosts Q2 revenues 18%,08-08-18
Equinix declares $2.28 dividend,08-08-18
"Equinix Q2 Earnings Miss Estimates, Revenue In-Line; Sets Revenue Guidance Below Street",08-08-18
"S&P 500 Posts 0.5% Weekly Loss Amid Continued Trade, Currency Concerns; Energy, Financials Lead Drop",08-09-19
Officer Schwartz Eric Sells $1.3M of EQIX on 8/8/16,08-09-16
AWS Direct Connect Service now Available in Equinix New York Data Centers,08-10-17
Director Kimberly Ellwanger Named NACD Board Leadership Fellow,08-11-16
MEDIA ALERT: Equinix to Showcase Solutions for Digital Transformation at Gartner Catalyst 2016,08-11-16
MEDIA ALERT: Equinix to Participate in Keynote at the Channel Partners Evolution Conference,08-12-16
--Analyst Actions: Canaccord Genuity Reiterates Equinix Buy Rating; Lifts PT to $420 from $390,08-12-16
NexGen Networks Scales Globally on Platform Equinix,08-13-15
Equinix to join the MSCI US REIT Index,08-14-15
"Equinix up 0.6%, joining MSCI's U.S. REIT index",08-14-15
"S&P 500 Movers: Tapestry Climbs 12%, Leads Gainers; Microchip Technology Slips 3%",08-14-18
Equinix Invests $32 Million to Expand Footprint in Hong Kong with New Data Center Opening,08-15-17
Equinix Invests $32 Mln in New International Business Exchange Data Center in Hong Kong,08-16-17
Private Data Exchange Between Businesses Forecasted to Outpace the Public Internet by Nearly 2x in Growth and 6x in Volume by 2020,08-16-17
Equinix to Install Largest Deployment of Fuel Cells for the Colocation Data Center Industry,08-16-17
Equinix Signs 15-Year Agreement For Deployment of Fuel Cells at Business Exchange Centers,08-16-17
CyrusOne jumps 7.1% on potential sale report,08-16-19
Data REITs up amid CyrusOne sale interest report,08-16-19
Market Chatter: CyrusOne Shares Up 8% on Potential Sale of Company Amid Takeover Interest,08-16-19
Equinix Makes AWS Direct Connect Available in Osaka,08-17-15
Summit Cancer Center-Boise Treats Its First Cancer Patients Using the Accuray Radixact™ System,08-17-17
Officer Schwartz Eric Files To Sell $1.3M of EQIX on 8/8/16,08-17-16
Affiliated Person Vaughn James Files To Sell $2.2M of EQIX on 8/8/16,08-17-16
Analyst Actions: RBC Capital Lifts Equinix PT to $500 From $495; Maintains Outperform Rating,08-20-18
MEDIA ALERT: Equinix to Showcase the Global Interconnection Index and Solutions for Digital Transformation at Gartner Catalyst Cloud & IoT Conference 2017,08-21-17
Equinix Opens New Data Center in Sydney,08-22-16
Equinix opens fourth data center in Sydney,08-22-16
Nasdaq Launches U.S. Equity Data Feeds from Equinix Data Center in London,08-23-17
--Analyst Actions: Pacific Crest Reiterates Equinix Buy Rating,08-24-16
"Stick with ""market darlings,"" RBC analysts say",08-25-15
Equinix and VMware Partner to Accelerate Enterprise Hybrid Cloud Transformations,08-26-19
Equinix SmartKey Wins Security Today's 2018 New Product of the Year Award,08-28-18
Equinix to Offer Private Connectivity to VMware Cloud on AWS via AWS Direct Connect,08-29-18
Equinix Teams Up with VMware to Offer Private Connectivity to VMware Cloud on AWS via AWS Direct Connect,08-29-18
--Analyst Actions: Jefferies & Co Reiterates Equinix Hold Rating,08-29-16
Equinix Plans New Senior Notes to Redeem $500 Mln Notes Due 2020,08-29-17
"Internet Stock Performance Review -- GoDaddy, InterXion, Coupa Software, and Equinix",08-30-17
Telnyx Turns to Equinix for Global Expansion of Next Generation VoIP Service,08-30-16
"MEDIA ALERT: Equinix to Present at Upcoming Bank of America Merrill Lynch 2018 Media, Communications & Entertainment Conference",08-30-18
Telnyx partnering with Equinix to expand VoIP platform,08-30-16
Equinix Invests $42M in London Data Center Expansion,08-31-16
Equinix Invests $42 Mln to Expand London Data Center,08-31-16
"Nordstrom Rack To Open In Kirkland, Wash.",08-31-16
Equinix wrapping $42M expansion of London data center,08-31-16
"Equinix Promotes Brian Lillie to Chief Customer Officer, EVP of Technology Services",09-01-16
Equinix promotes CIO Lillie to chief customer officer,09-01-16
Equinix Announces Proposed Public Offering of €750 Million of Senior Notes,09-01-17
Equinix Proposes to Sell EUR750 Mln of Senior Notes,09-01-17
Equinix launching €750M senior debt offering,09-01-17
"Equinix to present at Bank of America Merrill Lynch 2015 Media, Communications & Entertainment Conference",09-04-15
Equinix Recognized by EPA for Leading Green Power Use,09-06-19
Equinix Announces Pricing of €1.0 billion Senior Notes Offering,09-06-17
Equinix prices upsized €1B debt offering,09-06-17
Equinix Prices EUR1 Bln Senior Notes Offering,09-06-17
Equinix Introduces the Media Cloud Ecosystem for the Entertainment Industry,09-08-16
Equinix Plans to Expand Data Center Footprint in Japan through Acquisition of Bit-isle,09-08-15
MEDIA ALERT: Equinix to Present at the Goldman Sachs 25th Annual Communacopia Conference,09-08-16
Equinix moves on $280M offer for Tokyo's Bit-Isle,09-08-15
Chief Operating Officer Meyers Charles J Files To Sell $644.6K of EQIX on 9/2/16,09-08-16
Officer Strohmeyer Karl Files To Sell $792.4K of EQIX on 9/2/16,09-08-16
Equinix Teams Up with Hiberia Networks on Entertainment Cloud Ecosystem,09-09-16
Analyst Actions: Mitsubishi UFJ Starts Equinix at Overweight With $605 Price Target,09-10-19
"MUFG starts Equinix at Overweight, sees 13% upside",09-10-19
Equinix +1.5% as Zacks adds to Strong Buy list,09-10-15
Equinix to Expand Into Spain and Portugal Through Acquisition of Itconic,09-11-17
"Equinix buying Itconic, CloudMas for €215M",09-11-17
Monet Submarine Cable Selects Equinix for Landing Station and Next-Generation Digital Gateway to Latin America,09-12-16
Equinix Names Charles Meyers President And Chief Executive Officer,09-12-18
Researchers Present New Evidence of RapidPlan Software Improving Quality of Treatment Planning for Radiotherapy and Radiosurgery,09-12-16
Equinix names Charles Meyers President and CEO,09-12-18
Equinix Builds Momentum as a Critical Partner in Next-Generation Submarine Cable Projects to Accommodate Unprecedented Data Growth,09-12-16
Equinix Wins Contract for Monet Submarine Cable Project,09-12-16
Data center REITs slump as VC speech predicts their fade,09-13-17
MEDIA ALERT: Equinix to speak at IBC 2018 in Amsterdam,09-14-18
Equinix Opens Newest State-of-the-Art Data Center in Silicon Valley,09-14-17
Equinix opens 13th Silicon Valley data center,09-14-17
Chief Financial Officer Taylor Keith D Files To Sell $1.6M of EQIX on 8/29/16,09-14-16
AWS Direct Connect Service now Available in Equinix Los Angeles,09-15-16
"Private Connectivity Between Businesses to Grow to Nearly 10x the Internet, According to 2nd Annual Global Interconnection Index",09-18-18
Equinix Extends Global Reach of Oracle Cloud Infrastructure,09-18-19
"Analyst Actions: Morgan Stanley Lifts Equinix PT to $510 From $435, Maintains Equal Weight Rating",09-19-19
Forsythe Hosting Solutions and Equinix Partner to Increase Combined Cloud and Colocation Options for Clients,09-20-16
"S&P 500 Movers: Royal Caribbean Cruises Adds 4%, Leads Gainers; United Rentals Slips 4%",09-20-16
"Research Alert: CFRA Maintains Buy Opinion On Shares Of Equinix, Inc.",09-20-19
"S&P 500 Posts 0.5% Weekly Decline as Consumer Discretionary, Industrials Weigh, Trade Hopes Dim",09-20-19
"Equinix dips on conference talk, but Cowen reiterates Buy",09-20-16
Equinix Appoints Justin Dustzadeh as Chief Technology Officer,09-23-19
Equinix appoints Jjustin Dustzadeh as CTO,09-23-19
SunEdison Down 3% Despite Deal with Equinix,09-23-15
Equinix deals with SunEdison to run California centers on renewable energy,09-23-15
Stifel praises new CTO hire at Equinix,09-23-19
Europe antitrust ruling on Equinix-Telecity deal to come by Oct. 29,09-25-15
Analyst Actions: Berenberg Bank Initiates Coverage on Equinix with Buy Rating and $550 PT,09-26-17
Open Network Automation Platform (ONAP) Project Continues Rapid Membership Growth,09-27-17
Equinix Supports FASTER Cable System in North America,09-28-15
"Technical Insights on Stocks under Information Technology Sector -- Cypress Semiconductor, Ericsson, Applied Micro Circuits, Equinix, and Cavium",09-28-15
Equinix Declares Special Distribution,09-28-15
Equinix declares $627M special distribution,09-28-15
Equinix Declares Special Distribution Following Conversion to REIT,09-28-15
Chief Financial Officer Taylor Keith D Sells $906.0K of EQIX on 9/27/16,09-28-16
Equinix Internet Exchange to Open in Finland,09-29-16
Equinix to Launch Internet Exchange in Finland in Early 2017,09-29-16
The Canadian Securities Exchange Launches Matching Engine and Suite of New Products in Equinix's Toronto Campus,09-29-16
Sector Update: Financial,09-29-15
Sector Update: Financial Stocks Little Changed Tuesday Afternoon; Equinix to Pay $10.95 Per Share Special Dividend,09-29-15
Equinix Gets Selected by Canadian Securities Exchange as Primary Data Center Provider,09-29-16
"Equinix Appoints Brian Lillie, Chief Product Officer, and Laura Ortman, Chief Customer Officer",10-02-17
"Equinix names new chief product officer, chief customer officer",10-02-17
MEDIA ALERT: Equinix Sets Conference Call for Third Quarter Results,10-03-19
"Analyst Actions: Stifel Nicolaus Lifts Equinix's Price Target to $610 From $550, Reiterates Buy Rating",10-03-19
Equinix Subsidiary Lands $469 Mln Five-Year Term Loan to Repay Bridge Loan,10-03-16
Equinix to Open Second Data Center in Sofia Bulgaria,10-04-18
Equinix to Launch Second Data Center in Bulgaria,10-04-18
Equinix to Expand into Mexico With US$175 Million Acquisition of Three Axtel Data Centers,10-04-19
Equinix Buys Three Data Centers in Mexico From Axtel for $175 Million,10-04-19
Synoptek & Equinix Introduce Global Managed Performance Hub Solution,10-04-16
Equinix expands into Mexico with $175M deal,10-04-19
MEDIA ALERT: Equinix Sets Conference Call for Third Quarter Results,10-04-18
MEDIA ALERT: Equinix Sets Conference Call for Third Quarter 2015 Financial Results,10-05-15
Cowen: Verizon close to selling data centers to Equinix for $3.5B,10-05-16
MEDIA ALERT: Equinix Sets Conference Call for Third Quarter 2017 Financial Results,10-06-17
Equinix and Nimbo Streamline Enterprise Migration to AWS,10-07-15
Equinix Serves Growing Demand for Interconnection with New Data Center in Dallas,10-07-15
Equinix planning new Dallas data center,10-07-15
Equinix Appoints Sandra Rivera to Board of Directors,10-08-19
Equinix expands board to 10 with Intel's Rivera,10-08-19
Equinix Acquires Istanbul Data Center from Zenium,10-09-17
Equinix and GIC Complete Formation of Greater than US$1.0 Billion European Data Center Joint Venture,10-09-19
Equinix Closes $1 Billion JV With Singapore's GIC to Build Data Centers in Europe,10-09-19
Equinix Buys Zenium Data Center in Turkey for $93 Mln,10-09-17
Equinix and GIC's Europe data center JV starts up,10-09-19
Equinix buys Zenium's Istanbul data center for $93M,10-09-17
Equinix Closes Acquisition of Itconic,10-10-17
Equinix closes €215M purchase of Itconic,10-10-17
Laser Light Partners with Equinix to Deploy World's First Laser-Based Communications Network,10-11-16
Global Study Finds Number of Interconnected Enterprises to Double by 2017,10-13-15
MEDIA ALERT: Equinix to Break Ground at Future Ashburn Data Center Campus,10-14-15
Equinix Appoints Michael Montoya as Chief Information Security Officer,10-14-19
Equinix taps Montoya to lead information security,10-14-19
Private Connectivity at the Edge Forecast to Grow by More Than 50 Percent Annually,10-15-19
Equinix Receives Frost & Sullivan Green Innovation Leadership Award for Second Year Running,10-15-15
"Equinix Collaborates with VMware to Bring Direct, Private Access to vCloud Air, Globally",10-17-16
Equinix Teams Up with VMware for Hybrid Cloud Deployments,10-17-16
Analyst Actions: Barclays Upgrades Equinix to Overweight vs Equal Weight,10-18-17
"--Analyst Actions: Nomura Raises Equinix's Price Target to $625 From $575 on Competitive Position, Keeps Buy Rating",10-18-19
Equinix +1.8% as Barclays lifts to Overweight,10-18-17
Equinix and Rackspace Collaborate to Simplify Hybrid Cloud Solutions for Enterprises,10-21-15
Equinix quantifies the full business impact of Interconnection,10-21-15
"Detailed Research: Economic Perspectives on DexCom, MiX Telematics, Resolute Forest Products, Equinix, Johnson & Johnson, and Vedanta — What Drives Growth in Today's Competitive Landscape",10-22-18
Equinix to Launch Direct Access to Oracle Cloud Infrastructure in 16 Additional Markets,10-23-17
Analyst Actions: KeyBanc Initiates Coverage on Equinix With Sector Weight Rating,10-23-18
Equinix says regulators extending review of deal for Telecity,10-23-15
"Report: Exploring Fundamental Drivers Behind AmerisourceBergen, NVR, Markel, Analog Devices, The Priceline Group, and Equinix – New Horizons, Emerging Trends, and Upcoming Developments",10-23-17
Equinix significantly expands access to Oracle Cloud Infrastructure,10-23-17
U.S. Environmental Protection Agency Honors Equinix with Award for Green Power Leadership,10-24-17
Analyst Actions: Deutsche Bank Initiates Coverage on Equinix With Buy Rating,10-24-17
"Equinix Expands in Washington, D.C. Area with New Flagship Data Center",10-26-17
Equinix opens 14th data center in D.C. area,10-26-17
Equinix Recognized by EPA for Leading Green Power Use,10-26-15
Notable earnings after Wednesday’s close,10-27-15
"Earnings Reaction History: Equinix, Inc., 16.7% Follow-Through Indicator, 3.1% Sensitive",10-28-15
Equinix Reports Third Quarter 2015 Results,10-28-15
Equinix and Oracle Collaborate to Bring Oracle Cloud Services to Equinix Cloud Exchange in Six Global Markets,10-28-15
Equinix Declares Quarterly Dividend on Common Stock,10-28-15
"Equinix beats by $0.25, beats on revenue",10-28-15
"EQIX, Q3, Operating Metrics Released",10-28-15
Equinix declares $1.69 dividend,10-28-15
"Analyst Actions: Equinix Price Target Raised To $325 At RBC Capital, Reiterated Outperform",10-29-15
Equinix Reports Third Quarter 2019 Results,10-30-19
"Equinix FFO misses by $0.49, misses on revenue",10-30-19
Equinix Declares Quarterly Dividend on Its Common Stock,10-30-19
"Equinix Q3 Adjusted FFO Beats Estimate, Sets Guidance",10-30-19
Equinix declares $2.46 dividend,10-30-19
Equinix Q3 FFO falls from prior quarter,10-30-19
MEDIA ALERT: Equinix to Speak at Upcoming Investor Conferences,10-31-18
"--Analyst Actions: Oppenheimer Raises Equinix's Price Target to $650 From $550, Keeps Outperform Rating",10-31-19
"Research Alert: CFRA Maintains Buy Opinion On Shares Of Equinix, Inc.",10-31-19
Notable earnings after Thursday’s close,10-31-18
Notable earnings after Wednesday’s close,10-31-17
MEDIA ALERT: Equinix to Speak at Upcoming NAREIT REITWorld: 2019 Annual Conference,11-01-19
Equinix Reports Third Quarter 2017 Results,11-01-17
Equinix Collaborates with Facebook to Deploy and Test Industry's First Entirely Open Source-based Packet-Optical Network Solution,11-01-16
Equinix Reports Third Quarter 2018 Results,11-01-18
Equinix Declares Quarterly Dividend on its Common Stock,11-01-17
Equinix Declares Quarterly Dividend on Its Common Stock,11-01-18
"Equinix Q3 AFFO Rises From year Ago, Revenue Ahead - Stock Softer After-Hours",11-01-17
"Equinix beats by $0.59, revenue in-line",11-01-18
"Equinix AFFO Up from Year Ago, Revenue Meets Expectations, Sets Guidance, Keeps Dividend Steady",11-01-18
Equinix bumps guidance after forex impacts,11-01-18
Notable earnings after Wednesday’s close,11-01-16
Equinix beats in Q3 with gains across nearly all measures,11-01-17
"EQIX, Q3, Operating Metrics Released",11-01-17
Hibernia Networks Announces EtherReach Cloud Exchange Service for Seamless Low Latency Global Connectivity to Leading Cloud Providers,11-02-15
Analyst Actions: JP Morgan Upgrades Equinix to Overweight vs Neutral,11-02-17
Equinix Reports Third Quarter 2016 Results,11-02-16
Equinix Declares Quarterly Dividend on its Common Stock,11-02-16
"EQIX, Q3, Operating Metrics Released",11-02-16
Equinix declares $1.75 dividend,11-02-16
