id,saleprice,overall_qual,year_built,year_remod/add,total_bsmt_sf,1st_flr_sf,gr_liv_area,full_bath,garage_area
2260,231713,7,2006,2007,1689.0,1689,1689,2.0,433.0
1639,155000,5,1969,1990,1100.0,1424,1424,2.0,828.0
1603,128500,5,1983,1983,816.0,816,816,1.0,264.0
1520,168000,7,1921,1950,1228.0,1424,1424,2.0,312.0
1665,184000,7,1972,2004,725.0,725,1479,2.0,484.0
2635,124000,5,1962,1962,1025.0,1025,1025,2.0,0.0
581,185000,6,1970,1970,1442.0,1442,1442,2.0,615.0
2435,230500,8,2000,2000,1406.0,1454,1936,2.0,504.0
2799,227000,7,1998,1998,1054.0,1070,1939,2.0,555.0
883,173500,6,2005,2005,738.0,738,1476,3.0,540.0
2537,140000,5,1968,1968,833.0,898,898,2.0,326.0
1120,247000,8,2006,2007,1460.0,1460,1460,2.0,480.0
774,149900,6,1978,1978,456.0,1034,1034,1.0,504.0
1447,158000,5,1978,1978,864.0,1174,1174,2.0,528.0
104,147110,7,2003,2003,530.0,530,1080,2.0,496.0
2694,119500,6,1937,1950,780.0,780,1376,2.0,198.0
920,205000,5,1940,1950,840.0,840,1567,2.0,440.0
1951,148000,5,1895,1999,736.0,751,1534,1.0,0.0
9,236500,8,1995,1996,1595.0,1616,1616,3.0,608.0
2848,137000,5,1938,1950,1058.0,1058,1551,3.0,240.0
614,122000,5,1955,1955,960.0,960,960,2.0,330.0
1736,176485,7,2007,2007,1302.0,1302,1302,2.0,436.0
2686,109000,5,1925,1950,816.0,816,816,1.0,210.0
2257,330000,7,1998,1998,1502.0,1502,1502,2.0,286.0
1284,143000,6,2008,2008,192.0,1133,1133,2.0,308.0
1765,410000,9,1998,1998,1408.0,1671,3078,3.0,806.0
1811,201000,6,1994,1994,928.0,936,1721,2.0,471.0
2603,80000,4,1910,1950,1077.0,981,1760,1.0,648.0
2220,259500,6,1945,2002,1028.0,1436,2320,3.0,180.0
2273,279900,7,2003,2004,1122.0,1146,2486,4.0,452.0
163,154000,5,1959,1994,1246.0,1246,1246,2.0,305.0
2116,277000,6,1958,2006,1444.0,1444,2144,2.0,389.0
2734,128000,5,1942,1950,799.0,799,1150,1.0,215.0
426,256300,8,2007,2007,1566.0,1600,1600,2.0,890.0
2216,188000,4,1930,2003,930.0,1230,1755,2.0,231.0
2900,312500,8,2002,2002,1800.0,1800,1800,3.0,765.0
97,151000,7,2004,2005,600.0,600,1200,2.0,480.0
1680,122500,5,1971,1971,765.0,765,1365,2.0,440.0
1133,188000,6,2003,2003,835.0,835,1696,3.0,542.0
2761,209700,7,2005,2006,945.0,945,1809,2.0,638.0
1642,441929,8,2006,2006,2220.0,2234,2234,2.0,724.0
1141,163000,6,1993,1994,886.0,886,1680,2.0,474.0
2118,187500,6,1966,2007,832.0,976,2087,2.0,444.0
870,220000,8,1999,2000,1462.0,1513,1513,3.0,521.0
1875,127000,5,1967,1993,949.0,1107,1107,2.0,308.0
155,107500,5,1955,2007,0.0,827,827,1.0,392.0
1318,128000,6,1914,2001,742.0,742,1484,2.0,0.0
1285,73000,5,1925,2004,680.0,764,764,1.0,504.0
2400,374000,9,2003,2004,1792.0,1792,1792,3.0,874.0
1068,421250,8,2001,2002,1479.0,1515,2649,3.0,746.0
361,178000,6,1992,1993,808.0,808,1593,2.0,389.0
1493,137500,4,1972,1972,1138.0,1181,1181,3.0,588.0
1110,301500,8,1994,1994,1986.0,1987,1987,3.0,691.0
911,105000,6,1935,1950,583.0,647,1242,1.0,180.0
2535,157500,6,1968,2004,976.0,976,976,2.0,504.0
2030,117000,5,1901,1950,969.0,969,1214,1.0,216.0
2634,105000,5,1962,1962,864.0,864,864,1.0,336.0
1530,115000,6,1936,1950,1064.0,1166,1639,1.0,240.0
435,360000,9,2008,2008,1736.0,1736,1736,2.0,834.0
812,118858,5,1979,1979,0.0,1535,1535,2.0,400.0
1202,173000,6,1966,2000,800.0,800,1632,1.0,484.0
666,78500,3,1890,1998,630.0,725,725,1.0,320.0
1751,183500,7,2004,2004,840.0,840,1720,2.0,440.0
705,93000,4,1953,1953,936.0,936,936,1.0,576.0
1744,226500,8,2003,2003,1406.0,1589,1589,3.0,630.0
357,178000,6,1993,1994,799.0,799,1571,2.0,380.0
2133,226000,7,2003,2003,1453.0,1479,1479,3.0,558.0
989,173000,5,1969,1969,784.0,784,1632,1.0,898.0
562,62383,5,1965,1965,864.0,864,864,1.0,360.0
1054,446261,9,2008,2008,1452.0,1476,2713,3.0,858.0
2850,160000,7,1926,1997,624.0,743,1479,2.0,312.0
1082,219990,7,2004,2004,1393.0,1576,1576,3.0,668.0
1440,191000,7,1999,2000,1468.0,1479,1479,2.0,577.0
2006,136500,5,1925,1994,756.0,916,1060,2.0,308.0
2082,80000,4,1958,1994,0.0,943,943,1.0,308.0
2344,229000,7,1988,1988,1204.0,1377,2183,2.0,786.0
248,236000,7,1993,1994,1050.0,1062,1949,3.0,574.0
2276,392000,10,2006,2007,1824.0,1824,1824,2.0,932.0
755,149000,6,1927,1950,720.0,1146,1930,3.0,316.0
1178,345000,10,1998,1999,970.0,1469,2393,3.0,846.0
2636,169000,5,1900,2005,716.0,1007,2014,2.0,624.0
2077,109900,4,1946,1950,484.0,1242,1242,1.0,336.0
2930,188000,7,1993,1994,996.0,996,2000,2.0,650.0
737,132500,6,1939,1950,780.0,825,1412,1.0,280.0
837,143000,5,1994,1994,990.0,990,990,2.0,440.0
2086,125000,5,1951,1951,1342.0,1342,1342,2.0,256.0
2385,415000,9,2005,2005,1868.0,1868,1868,3.0,1085.0
189,125500,4,1910,1950,622.0,741,1363,1.0,528.0
635,139000,6,1958,1988,1240.0,1632,1632,3.0,338.0
432,451950,10,2008,2008,1722.0,1728,2296,3.0,842.0
900,119900,5,1959,1959,1678.0,1678,1678,2.0,0.0
966,220000,8,2001,2002,1267.0,1296,1296,3.0,471.0
1612,167300,6,1971,1971,1587.0,1587,1587,2.0,525.0
904,122000,5,1941,1950,720.0,854,1298,1.0,256.0
2487,125000,5,1963,1963,1728.0,1728,1728,3.0,504.0
1304,112500,5,1957,1957,928.0,928,928,1.0,288.0
2112,191000,7,2005,2006,879.0,879,1795,2.0,578.0
1244,136000,6,1958,1958,1080.0,1080,1080,1.0,288.0
843,197900,7,1998,1998,866.0,866,1779,2.0,546.0
2689,117000,6,1910,2003,485.0,1001,1635,1.0,255.0
2753,194000,7,2006,2006,1199.0,1220,1220,3.0,632.0
1169,285000,9,2001,2001,1310.0,1310,1310,2.0,545.0
1376,127500,5,1940,1999,644.0,808,1355,3.0,0.0
2503,268000,7,1992,2000,1095.0,1166,2295,3.0,590.0
1987,137000,4,1900,1950,1075.0,1156,1798,2.0,342.0
1190,215000,7,1967,1967,1620.0,1620,1620,2.0,578.0
1930,129500,5,1955,1955,1216.0,1216,1216,2.0,336.0
2677,115000,5,1936,1950,896.0,896,1344,1.0,240.0
1256,114000,5,1925,1950,747.0,747,1159,1.0,288.0
2484,107000,4,1966,1966,1056.0,1056,1056,2.0,384.0
1253,118500,5,1947,1950,832.0,832,1216,1.0,336.0
1337,120000,6,1929,1950,862.0,950,1158,1.0,208.0
1788,260000,8,2005,2005,1538.0,1538,1538,3.0,484.0
141,136000,5,1959,1959,1143.0,1143,1143,2.0,308.0
1669,123000,4,1971,1971,858.0,872,872,1.0,480.0
1366,89500,6,1920,1950,319.0,1035,1406,1.0,0.0
52,199500,6,2005,2005,1324.0,1324,1324,2.0,430.0
1380,109900,5,1966,1966,876.0,904,904,1.0,408.0
919,234000,7,1926,2004,1276.0,1276,2080,1.0,282.0
2804,155900,6,2004,2004,848.0,848,848,2.0,420.0
782,161500,4,1957,1989,1104.0,1104,1788,2.0,304.0
956,137500,6,1958,1958,819.0,1344,1344,1.0,525.0
187,76500,5,1910,1950,840.0,1128,2256,2.0,0.0
2074,211000,6,1988,1989,1151.0,1164,2060,2.0,521.0
1039,181000,6,1998,1999,1405.0,1337,1337,3.0,511.0
1210,174900,6,1966,1966,1127.0,1165,1165,2.0,490.0
2710,164500,5,1966,1966,1164.0,1320,1320,2.0,564.0
44,214000,7,2004,2004,1517.0,1535,1535,2.0,532.0
1026,185000,7,1980,1988,738.0,1277,2044,2.0,489.0
1343,123000,4,1929,1950,704.0,624,1136,1.0,336.0
2248,183500,6,1979,1979,1001.0,1299,1299,3.0,486.0
1849,174000,8,1999,2000,776.0,764,1441,2.0,492.0
2076,130000,5,1953,1953,1073.0,1630,1630,2.0,649.0
2641,178000,7,1925,1990,728.0,832,1641,1.0,546.0
5,189900,5,1997,1998,928.0,928,1629,2.0,482.0
878,144000,6,2003,2004,848.0,848,848,2.0,420.0
1548,120500,6,1930,2007,816.0,816,816,1.0,432.0
841,145000,5,1994,1995,1097.0,1097,1097,1.0,672.0
1621,251000,8,2000,2000,1494.0,1652,1652,3.0,499.0
218,136500,4,1968,1968,1768.0,1768,1768,2.0,0.0
1504,82500,4,1955,1955,0.0,1152,1152,2.0,0.0
946,57625,2,1910,1950,0.0,810,810,1.0,280.0
455,212500,7,2007,2008,1350.0,1358,1358,3.0,484.0
2906,164000,6,1998,1998,1216.0,1216,1216,3.0,402.0
2878,139000,6,1957,1957,967.0,967,1638,2.0,384.0
1173,160000,7,1999,2000,600.0,624,1252,3.0,462.0
985,149000,5,1992,1993,828.0,883,883,2.0,698.0
975,130000,5,1968,1968,864.0,874,874,2.0,288.0
202,140000,7,1921,1950,576.0,902,1710,2.0,480.0
528,264500,8,2008,2009,1836.0,1836,1836,2.0,517.0
2579,141000,5,1957,1957,1092.0,1092,1092,2.0,299.0
1841,199900,7,2006,2007,1241.0,1241,1241,2.0,569.0
591,167900,6,1977,1977,1350.0,1334,1334,2.0,630.0
1897,181900,6,1960,1987,1144.0,1429,1429,1.0,572.0
70,262500,8,2008,2008,1566.0,1566,1566,3.0,750.0
590,230000,7,1977,1992,908.0,1316,2288,1.0,520.0
1172,328900,9,1999,2000,1698.0,1709,1709,3.0,506.0
1714,232698,8,2005,2005,1721.0,1721,1721,3.0,554.0
829,221800,8,2008,2008,1254.0,1254,1254,3.0,810.0
1397,152400,5,1941,1973,576.0,864,1350,2.0,627.0
877,213000,7,2000,2001,1630.0,1630,1630,2.0,451.0
2477,184900,7,2005,2005,784.0,831,1585,2.0,449.0
2871,157000,5,1953,1953,1165.0,1336,1336,2.0,375.0
2489,144000,5,1962,2002,864.0,1211,1211,1.0,576.0
1655,192350,6,1979,1999,1259.0,1353,1353,3.0,478.0
1891,163500,7,1966,1966,1174.0,1200,1200,2.0,440.0
1419,262280,7,1990,1990,1475.0,1532,2329,3.0,514.0
1473,214000,7,2002,2003,1536.0,1536,1536,3.0,532.0
2868,230000,6,1956,2004,1073.0,1811,1811,1.0,470.0
1695,280000,7,2006,2006,1063.0,1071,2172,2.0,947.0
2244,140000,4,1957,1980,1073.0,1073,1073,2.0,720.0
169,155000,6,1966,1966,756.0,1051,1839,1.0,442.0
2670,64500,3,1918,1950,1020.0,1020,1020,1.0,0.0
247,218000,6,1993,1993,946.0,964,1802,2.0,1017.0
2137,160000,5,1977,1977,995.0,1009,1009,2.0,576.0
1794,208900,8,2007,2007,1338.0,1338,1338,2.0,598.0
1164,146000,7,2007,2007,689.0,703,1392,2.0,540.0
1179,245500,8,1996,1996,1260.0,1288,1288,2.0,500.0
1340,113000,6,1926,1950,992.0,1013,1013,1.0,160.0
436,296000,8,2004,2005,1782.0,1782,1782,3.0,932.0
1636,377426,9,2005,2006,1922.0,1922,1922,3.0,676.0
421,337500,10,2006,2007,1700.0,1718,1718,3.0,786.0
457,552000,10,2004,2005,2492.0,2492,2492,3.0,949.0
2834,97900,4,1948,1950,624.0,624,936,1.0,265.0
517,208300,6,2009,2009,1218.0,1218,1218,2.0,676.0
1566,213000,7,1996,1997,910.0,910,1820,2.0,816.0
1439,188000,7,1998,1999,880.0,880,1724,2.0,527.0
2577,162000,6,1958,1958,1121.0,1336,1336,1.0,488.0
2241,152000,5,1950,1950,910.0,910,1558,1.0,282.0
71,254900,7,2004,2005,991.0,991,1947,2.0,678.0
1143,189000,7,1994,1995,832.0,832,1657,2.0,483.0
1021,235000,7,1978,1978,2048.0,2064,2064,3.0,550.0
1416,125000,5,1950,1950,1164.0,1164,1164,2.0,240.0
35,120000,7,1975,1975,836.0,836,836,1.0,308.0
2904,81500,1,1951,1951,0.0,1600,1600,1.0,270.0
2174,118500,6,1990,1990,816.0,816,816,2.0,0.0
522,370878,9,2009,2009,1766.0,1766,1766,3.0,478.0
2211,145000,5,1949,1950,1001.0,1001,2002,2.0,871.0
1539,311500,7,1939,2006,798.0,1137,1954,1.0,431.0
2420,210250,7,2006,2006,1220.0,1364,1364,3.0,437.0
2779,200000,7,2002,2002,916.0,920,1861,3.0,492.0
953,126000,5,1977,1977,0.0,1302,1734,2.0,539.0
658,114000,4,1900,2003,405.0,717,1039,1.0,281.0
714,87500,4,1910,1950,677.0,833,1510,2.0,720.0
1637,349265,8,2005,2005,1149.0,1164,2541,4.0,729.0
538,203000,8,2004,2004,1512.0,1512,1512,2.0,845.0
546,189000,7,2001,2001,1454.0,1434,1434,2.0,527.0
533,209000,7,2003,2003,812.0,812,1653,3.0,628.0
718,160000,6,1900,1950,917.0,1090,2007,2.0,357.0
1830,129000,5,1974,1974,1037.0,1037,1037,2.0,431.0
2929,170000,5,1974,1975,1389.0,1389,1389,2.0,418.0
2207,90350,5,1913,2002,440.0,694,694,1.0,352.0
1417,79000,6,1924,1950,572.0,572,1096,1.0,0.0
2787,149900,5,1972,1972,894.0,894,894,2.0,552.0
1037,123000,5,1971,1971,864.0,864,864,2.0,576.0
2659,87000,4,1900,1950,1095.0,1095,1774,3.0,779.0
1567,171000,6,1977,1977,1096.0,1118,1118,2.0,358.0
1225,119000,6,1950,1950,1032.0,1032,1252,1.0,288.0
685,132500,5,1959,1959,1148.0,1148,1148,2.0,672.0
1358,161000,8,1925,1996,588.0,833,1666,1.0,228.0
1461,274000,9,2001,2002,1357.0,1366,1947,3.0,725.0
221,125000,5,1967,1967,912.0,912,912,1.0,336.0
2187,98500,5,1946,1950,1195.0,1195,1195,2.0,0.0
2504,262000,8,1994,1995,1624.0,1624,1624,3.0,757.0
855,134900,5,1979,1979,914.0,914,914,2.0,444.0
2258,170000,5,1959,1959,1350.0,1328,1328,1.0,308.0
2205,135000,6,1926,1991,686.0,686,1461,1.0,225.0
1158,290000,6,1990,1991,930.0,1364,2683,3.0,473.0
1741,173500,7,2007,2007,1246.0,1258,1258,2.0,462.0
2735,225000,5,1948,2002,896.0,1112,2008,4.0,230.0
1888,140500,5,1961,1961,864.0,1187,1187,2.0,440.0
2121,126000,5,1994,1994,990.0,990,990,1.0,299.0
1176,170000,8,1999,1999,960.0,962,1586,3.0,480.0
2773,156000,5,1995,1995,990.0,990,990,1.0,576.0
2619,207500,5,1957,1997,1484.0,1600,1600,2.0,319.0
1796,255000,8,2007,2007,896.0,896,1792,2.0,590.0
1598,94900,4,1973,1973,462.0,526,988,2.0,297.0
1965,140000,5,1958,1958,1170.0,1170,1170,1.0,338.0
2651,96900,3,1905,1950,738.0,714,1376,1.0,216.0
609,154000,5,1966,1966,1154.0,1154,1154,1.0,480.0
1990,184900,8,1910,1999,725.0,909,1772,2.0,816.0
1053,385000,10,2007,2008,2078.0,2084,2084,3.0,1220.0
2877,106500,4,1936,1950,951.0,951,951,1.0,327.0
497,327000,8,2000,2000,1455.0,1466,2687,3.0,810.0
514,468000,9,2005,2006,2458.0,2490,2490,3.0,795.0
759,135000,6,1927,1950,1204.0,1204,1666,1.0,384.0
2474,142500,6,2005,2005,1141.0,1141,1141,1.0,484.0
1193,141000,5,1968,1968,732.0,732,1464,1.0,470.0
1415,107500,5,1910,1991,1117.0,820,1347,2.0,0.0
2048,108500,5,1942,1979,672.0,778,1282,2.0,240.0
2483,150000,6,1994,1994,636.0,636,1320,2.0,472.0
2883,78000,3,1916,1950,216.0,576,936,1.0,0.0
1111,235128,8,2007,2008,1580.0,1580,1580,2.0,830.0
2072,302000,7,1971,2002,1643.0,1824,1824,3.0,739.0
1450,163000,5,1975,2001,864.0,1558,1558,3.0,440.0
274,84900,3,1945,2007,0.0,640,640,1.0,240.0
413,147000,6,1974,1974,855.0,855,1322,2.0,440.0
751,155000,7,1915,2005,910.0,916,1826,2.0,164.0
2897,180000,7,1990,1990,1309.0,1339,1339,3.0,484.0
207,55000,4,1930,1950,0.0,372,1092,2.0,0.0
2269,187500,7,2003,2003,868.0,1146,1146,3.0,438.0
891,125000,6,1976,1976,1041.0,1125,1125,2.0,352.0
2863,250000,7,1936,1987,1017.0,1020,2057,1.0,180.0
1298,78000,5,1910,1950,481.0,899,899,1.0,200.0
1292,118000,4,1910,1996,828.0,828,1594,2.0,0.0
1687,318000,8,2007,2007,1694.0,1694,1694,2.0,818.0
2749,215000,8,1993,1994,777.0,1065,1911,2.0,471.0
2875,72000,4,1925,1950,432.0,672,672,1.0,0.0
1029,180000,6,1976,1976,1193.0,1523,1523,2.0,478.0
1581,184000,6,1986,1986,1606.0,1651,1651,3.0,616.0
612,124500,5,1959,1959,1041.0,1041,1041,2.0,270.0
139,135000,5,1958,1958,1604.0,1604,1604,2.0,576.0
1335,164900,6,1940,1989,981.0,1014,1672,1.0,240.0
2531,140000,7,1969,1969,1164.0,1164,1164,1.0,528.0
681,128000,5,1958,1958,1041.0,1041,1041,1.0,294.0
1383,153000,6,1978,1978,450.0,1034,1034,1.0,504.0
1359,127500,6,1910,1950,796.0,825,1609,1.0,228.0
1226,141500,5,1950,2006,572.0,1337,1337,2.0,264.0
63,325000,8,1994,1995,1463.0,1500,2622,3.0,712.0
1869,188500,7,1993,1993,1594.0,1594,1594,2.0,472.0
2468,185000,6,2006,2006,1262.0,1262,1262,2.0,572.0
1135,146000,6,2005,2006,1175.0,1175,1175,2.0,0.0
719,119000,6,1917,2007,624.0,664,1288,2.0,280.0
405,112000,5,1971,1971,630.0,630,1302,2.0,280.0
2506,197000,8,2005,2005,1247.0,1247,1247,2.0,550.0
2380,412083,9,2006,2006,1738.0,1738,2589,3.0,831.0
1565,271000,8,2002,2002,1568.0,1689,1689,3.0,857.0
1727,200000,7,2003,2003,1405.0,1405,1405,3.0,478.0
1661,174000,7,1976,1976,1228.0,1324,1324,2.0,585.0
1967,156500,5,1960,1960,1377.0,1377,1377,2.0,351.0
2267,204000,6,1996,1997,872.0,888,1756,3.0,422.0
1389,149350,5,1966,2006,1228.0,1228,1228,1.0,271.0
2553,137000,5,1954,1954,1008.0,1008,1008,1.0,275.0
1459,222500,7,1998,1999,1153.0,1153,2031,2.0,541.0
1739,166000,6,2007,2007,752.0,752,1504,2.0,440.0
172,109500,5,1920,1950,936.0,936,936,2.0,0.0
788,122000,4,1954,1954,0.0,1383,1383,1.0,498.0
1979,99900,5,1920,1990,967.0,967,967,1.0,180.0
1801,249700,8,2006,2006,1656.0,1656,1656,2.0,826.0
931,158500,6,1950,2004,1092.0,1152,1152,1.0,300.0
2471,139500,6,2005,2005,1142.0,1142,1142,1.0,0.0
2899,202000,6,2000,2000,1381.0,1403,1403,3.0,470.0
2544,145000,5,1959,2005,1626.0,1712,1712,2.0,588.0
1386,108959,4,1969,1969,1198.0,1258,1258,2.0,400.0
315,160000,5,1948,1950,747.0,1687,1687,2.0,572.0
1932,128600,5,1958,1958,1560.0,1560,1560,2.0,484.0
1660,197900,7,1976,1976,793.0,1142,1935,2.0,550.0
2353,172000,7,1976,1976,1047.0,1083,1083,2.0,596.0
2139,130000,5,1977,1977,876.0,907,907,2.0,308.0
1585,195000,6,1999,2000,1666.0,1675,1675,3.0,435.0
1602,113000,5,1954,1954,988.0,988,988,1.0,520.0
2888,209000,8,2001,2001,1491.0,1491,1491,2.0,490.0
965,213500,7,1987,1989,1645.0,1479,1479,4.0,578.0
645,126000,5,1951,1951,631.0,1112,1112,1.0,480.0
789,127500,6,1956,1956,1436.0,1689,1689,1.0,480.0
1015,334000,9,2007,2007,1710.0,1710,1710,3.0,557.0
1264,157000,6,1960,1960,1253.0,1253,1253,2.0,352.0
1972,125500,5,1962,1962,864.0,864,864,1.0,294.0
1481,189000,7,2005,2005,728.0,728,1456,3.0,410.0
954,173000,7,1990,1991,1188.0,1217,1217,3.0,497.0
2499,260000,7,1974,1974,1748.0,2151,2646,3.0,550.0
824,212000,8,2007,2007,866.0,866,1768,2.0,578.0
2769,148000,5,1996,1996,870.0,914,914,1.0,576.0
123,136300,6,1964,1964,533.0,1131,1775,2.0,480.0
1862,190000,5,1977,1977,1361.0,1361,2620,2.0,600.0
1308,139500,5,1900,2006,797.0,830,1627,2.0,420.0
1758,162000,7,2003,2003,660.0,660,1320,2.0,400.0
2236,100000,4,1939,1950,732.0,772,1123,1.0,264.0
2912,126500,5,1968,2003,864.0,874,874,2.0,288.0
2093,301000,7,1986,1987,1502.0,1553,2730,3.0,576.0
2128,204750,6,1997,1997,824.0,905,1786,3.0,684.0
679,90000,4,1949,1950,0.0,1040,1040,2.0,420.0
1313,130000,5,1920,1960,973.0,1377,2350,2.0,393.0
2534,155000,5,1968,1968,900.0,884,1770,2.0,530.0
1273,155000,5,1960,1960,1269.0,1269,1269,1.0,308.0
219,131500,5,1965,1965,1039.0,1039,1039,2.0,504.0
133,153000,6,1955,1972,1156.0,1520,1520,2.0,364.0
38,306000,8,2007,2008,1704.0,1704,1704,3.0,772.0
2408,332200,9,2006,2006,1686.0,1686,1686,3.0,899.0
1575,293077,8,2007,2008,1638.0,1646,1646,3.0,800.0
1671,128000,4,1961,1961,914.0,914,914,1.0,270.0
2000,152000,6,1926,2004,1149.0,1149,1616,2.0,216.0
2621,135000,4,1949,1950,720.0,720,1192,1.0,0.0
1996,117500,6,1880,1950,1008.0,1178,2210,2.0,205.0
1976,127500,6,1927,1950,845.0,866,1296,1.0,576.0
1861,373000,8,1981,1981,2461.0,2497,2497,3.0,676.0
1600,98000,6,1970,2007,546.0,546,1092,2.0,0.0
298,203135,7,1994,2007,423.0,896,1652,3.0,473.0
875,191000,7,1996,1996,880.0,909,1716,2.0,512.0
1205,98000,5,1956,1956,0.0,1014,1014,1.0,267.0
763,179000,5,1987,1988,1200.0,1200,1200,6.0,0.0
512,245000,8,2006,2006,1422.0,1432,1432,2.0,492.0
592,213250,7,1998,1999,1650.0,1680,1680,3.0,583.0
1255,89900,4,1948,1950,0.0,869,869,1.0,390.0
355,185000,7,1998,1998,832.0,885,1718,2.0,427.0
1676,113500,6,1973,1973,525.0,525,1092,1.0,264.0
2599,68000,3,1929,1950,715.0,715,715,1.0,660.0
312,201000,7,2003,2003,1560.0,1560,1560,2.0,573.0
1124,226700,7,2005,2005,866.0,866,1768,2.0,603.0
1702,500067,10,2007,2007,2320.0,2290,2290,4.0,1174.0
2434,201490,7,2004,2005,848.0,848,1598,2.0,433.0
1432,155000,5,1994,1994,990.0,990,990,2.0,528.0
689,145000,5,1978,1978,941.0,941,941,2.0,564.0
1349,128000,6,1920,1999,611.0,751,1362,2.0,502.0
1759,187000,6,2000,2000,915.0,940,1690,3.0,442.0
893,145500,6,2005,2006,547.0,1072,1072,2.0,525.0
944,75000,4,1925,1950,572.0,572,572,1.0,200.0
2109,217000,7,2005,2006,1546.0,1546,1546,2.0,796.0
316,220000,7,2008,2008,1336.0,1346,1346,3.0,660.0
2529,165150,6,1972,1972,732.0,1012,1790,2.0,484.0
1448,147000,6,1978,1978,940.0,1026,1026,2.0,576.0
871,203000,7,1996,1996,1504.0,1504,1504,3.0,478.0
142,165500,5,1959,1959,1398.0,1700,1700,1.0,447.0
1515,67000,3,1914,1950,864.0,864,864,2.0,0.0
1970,187000,6,1964,1993,822.0,1020,1851,2.0,440.0
572,180000,6,2000,2000,756.0,756,1512,3.0,440.0
2200,146500,6,1921,2005,651.0,759,1298,2.0,240.0
2147,270000,7,2000,2000,1673.0,1673,1673,3.0,583.0
249,147000,6,1992,1992,936.0,996,996,2.0,564.0
162,132000,6,1948,2004,816.0,816,1224,2.0,280.0
664,105000,4,1920,1950,840.0,840,1374,1.0,338.0
1516,135900,5,1912,2000,780.0,936,1716,3.0,0.0
16,538000,8,2003,2003,1650.0,1690,3279,4.0,841.0
1808,147000,7,2006,2006,1143.0,1143,1143,1.0,0.0
425,325000,9,2006,2007,1652.0,1652,1652,3.0,840.0
1372,124000,5,1947,1993,1046.0,1054,1054,1.0,240.0
2495,137000,5,1965,1965,935.0,935,935,2.0,288.0
661,142900,4,1915,1950,1313.0,1313,2377,2.0,528.0
1301,147000,5,1948,2005,924.0,1122,1122,2.0,528.0
396,128000,5,1970,1970,1180.0,1180,1180,1.0,477.0
2663,144000,7,1916,1950,815.0,815,1690,1.0,225.0
50,205000,8,2006,2006,1370.0,1370,1370,2.0,484.0
886,167000,5,1964,1999,1486.0,1486,1486,2.0,480.0
696,66500,5,1941,1950,676.0,676,1131,1.0,200.0
2454,315000,8,1993,1993,1286.0,1565,2799,3.0,704.0
2106,155835,7,2006,2006,728.0,728,1456,2.0,440.0
353,239500,8,1995,1996,1587.0,1734,1734,3.0,528.0
441,300000,9,2006,2006,1504.0,1531,1531,3.0,700.0
2270,282000,8,2002,2002,1922.0,1922,1922,3.0,692.0
1924,120000,5,1960,1960,1144.0,1144,1144,1.0,336.0
1402,241500,7,1954,2005,1385.0,1363,1363,2.0,439.0
1070,336860,9,2008,2008,1858.0,1866,1866,3.0,870.0
2696,91000,3,1922,1950,1007.0,1077,1077,1.0,210.0
1840,207500,8,2006,2007,1550.0,1550,1550,2.0,528.0
1562,250000,7,2004,2005,1594.0,1646,1646,3.0,482.0
2426,167240,7,2005,2006,1248.0,1248,1248,2.0,438.0
1162,178000,7,2004,2005,1235.0,1245,1245,2.0,495.0
1874,127000,6,1963,1963,1052.0,1052,1052,2.0,311.0
111,218500,6,1967,1967,1829.0,1829,1829,3.0,535.0
1207,135750,4,1956,1956,952.0,952,952,1.0,283.0
140,214000,7,2003,2009,1480.0,1480,1480,3.0,620.0
545,257000,8,2005,2006,1844.0,1844,1844,3.0,620.0
1338,157000,6,1937,2000,825.0,825,1497,2.0,672.0
2873,102000,5,1942,1950,976.0,976,976,2.0,215.0
924,163500,5,1921,2006,876.0,964,964,2.0,432.0
844,204000,7,1999,1999,1490.0,1501,1501,3.0,577.0
901,103500,5,1956,1956,1150.0,1560,1560,1.0,313.0
2195,200000,6,1914,1995,1440.0,1440,3395,2.0,0.0
2081,118000,5,1958,1958,864.0,864,864,1.0,399.0
2774,235000,7,2000,2000,1525.0,1525,1525,3.0,541.0
2573,132500,5,1962,1962,1106.0,1190,1190,2.0,540.0
1793,221300,8,2006,2006,1302.0,1302,1830,2.0,859.0
882,190000,7,2004,2004,1500.0,1500,1500,2.0,570.0
2791,222000,7,2002,2002,826.0,878,1762,2.0,591.0
297,335000,7,1959,2002,1902.0,1902,1902,3.0,567.0
509,257500,8,2008,2008,1614.0,1658,1658,2.0,726.0
1115,264132,9,2008,2008,1498.0,1506,1506,2.0,592.0
773,130000,5,1967,2004,864.0,899,899,1.0,288.0
732,137000,5,1930,1982,297.0,1001,1654,2.0,336.0
1552,99500,5,1930,1995,520.0,912,912,1.0,360.0
226,160250,5,1978,1978,1319.0,1373,1373,2.0,591.0
2830,130000,7,2004,2004,970.0,970,1709,2.0,380.0
2238,75200,5,1922,1950,816.0,816,816,1.0,100.0
982,131250,6,1993,1996,384.0,1091,1091,1.0,429.0
1265,148000,6,1960,1993,1081.0,1081,1081,2.0,401.0
559,124100,5,1965,1965,1024.0,1020,1020,2.0,288.0
1203,178400,7,1961,2007,944.0,999,999,2.0,588.0
2083,150000,4,1977,1977,1440.0,1440,1440,4.0,0.0
2130,217000,7,1998,1999,853.0,853,1753,3.0,534.0
2455,252000,8,2005,2006,1100.0,1116,1964,2.0,760.0
